,symbol,company_name,industry,market_cap
5599,TRAQ,Trine II Acquisition,Blank Check / SPAC,511290000.0
5600,TRC,Tejon Ranch Company,Real Estate Management & Development,459450000.0
5601,TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,259970000.00000003
5602,TRDA,Entrada Therapeutics,Biotechnology,186300000.0
5603,TREC,Trecora Resources,Chemicals,226340000.0
5604,TREE,LendingTree,Thrifts & Mortgage Finance,870240000.0
5605,TREX,Trex Company,Building Products,7110000000.0
5606,TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",16250000000.0
5607,TRHC,Tabula Rasa HealthCare,Health Care Technology,91770000.0
5608,TRI,Thomson Reuters,Professional Services,46370000000.0
5609,TRIB,Trinity Biotech,Health Care Equipment & Supplies,24040000.0
5610,TRIN,Trinity Capital,Asset Management,584180000.0
5611,TRIP,TripAdvisor,Interactive Media & Services,3780000000.0
5612,TRIS,Tristar Acquisition I,Blank Check / SPAC,283190000.0
5613,TRKA,Troika Media Group,Advertising Agencies,17310000.0
5614,TRMB,Trimble,"Electronic Equipment, Instruments & C...",16489999999.999998
5615,TRMD,Torm PLC,Oil & Gas Midstream,1110000000.0
5616,TRMK,Trustmark,Banks,1670000000.0
5617,TRMR,Tremor International,Advertising Agencies,837340000.0
5618,TRN,Trinity Industries,Machinery,2049999999.9999998
5619,TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4810000000.0
5620,TRNS,Transcat,Trading Companies & Distributors,521070000.00000006
5621,TRON,Corner Growth Acquisition 2,Blank Check / SPAC,230440000.0
5622,TROO,TROOPS,Software-Application,308860000.0
5623,TROW,T. Rowe Price Group,Capital Markets,27720000000.0
5624,TROX,Tronox Holdings,Chemicals,2730000000.0
5625,TRP,TC Energy,"Oil, Gas & Consumable Fuels",54650000000.0
5626,TRQ,Turquoise Hill Resources,Metals & Mining,5320000000.0
5627,TRS,TriMas,Machinery,1200000000.0
5628,TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,586270000.0
5629,TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,17970000.0
5630,TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,417450000.0
5631,TRTN,Triton International,Trading Companies & Distributors,3870000000.0
5632,TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,789610000.0
5633,TRU,TransUnion,Professional Services,16110000000.0
5634,TRUE,TrueCar,Interactive Media & Services,296670000.0
5635,TRUP,Trupanion,Insurance,2690000000.0
5636,TRV,The Travelers Companies,Insurance,41460000000.0
5637,TRVG,Trivago,Interactive Media & Services,629420000.0
5638,TRVI,Trevi Therapeutics,Pharmaceuticals,85500000.0
5639,TRVN,Trevena,Biotechnology,33600000.0
5640,TRX,Tanzanian Gold,Metals & Mining,81230000.0
5641,TS,Tenaris,Energy Equipment & Services,18910000000.0
5642,TSAT,Telesat,Communication Equipment,670960000.0
5643,TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,211880000.0
5644,TSC,TriState Capital Holdings,Banks,993630000.0
5645,TSCO,Tractor Supply Company,Specialty Retail,22580000000.0
5646,TSE,Trinseo,Chemicals,1540000000.0
5647,TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5150000000.0
5648,TSHA,Taysha Gene Therapies,Biotechnology,139230000.0
5649,TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,366380000.0
5650,TSLA,Tesla,Automobiles,797300000000.0
5651,TSLX,Sixth Street Specialty Lending,Capital Markets,1630000000.0
5652,TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,471700000000.0
5653,TSN,Tyson Foods,Food Products,32540000000.0
5654,TSP,TuSimple Holdings,Trucking,1930000000.0
5655,TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,565420000.0
5656,TSQ,Townsquare Media,Media,169490000.0
5657,TSRI,"TSR, Inc.",IT Services,16629999.999999998
5658,TSVT,2seventy bio,Biotechnology,448410000.0
5659,TT,Trane Technologies,Building Products,32270000000.000004
5660,TTC,The Toro Company,Machinery,8359999999.999999
5661,TTCF,Tattooed Chef,Packaged Foods,596180000.0
5662,TTD,The Trade Desk,Software,25250000000.0
5663,TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",138590000000.0
5664,TTEC,TTEC Holdings,IT Services,3060000000.0
5665,TTEK,Tetra Tech,Commercial Services & Supplies,6720000000.0
5666,TTGT,TechTarget,Media,2049999999.9999998
5667,TTI,TETRA Technologies,Energy Equipment & Services,529970000.0
5668,TTM,Tata Motors,Automobiles,20210000000.0
5669,TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1420000000.0
5670,TTNP,Titan Pharmaceuticals,Pharmaceuticals,6840000.0
5671,TTOO,T2 Biosystems,Biotechnology,38830000.0
5672,TTSH,Tile Shop Holdings,Specialty Retail,242290000.0
5673,TTWO,Take-Two Interactive Software,Entertainment,12690000000.0
5674,TU,TELUS,Diversified Telecommunication Services,33619999999.999996
5675,TUEM,Tuesday Morning,Discount Stores,56590000.0
5676,TUFN,Tufin Software Technologies,Software,486700000.0
5677,TUP,Tupperware Brands,Household Durables,331920000.0
5678,TURN,180 Degree Capital,Capital Markets,64730000.00000001
5679,TUSK,Mammoth Energy Services,Energy Equipment & Services,87050000.0
5680,TUYA,"Tuya, Inc.",Software-Infrastructure,1420000000.0
5681,TV,Grupo Televisa SAB,Media,4800000000.0
5682,TVTX,Travere Therapeutics,Biotechnology,1410000000.0
5683,TVTY,Tivity Health,Health Care Providers & Services,1590000000.0
5684,TW,Tradeweb Markets,Capital Markets,15660000000.0
5685,TWCB,Bilander Acquisition,Blank Check / SPAC,379440000.0
5686,TWI,Titan International,Machinery,1050000000.0
5687,TWIN,"Twin Disc,",Machinery,180610000.0
5688,TWKS,Thoughtworks Holding,Information Technology Services,5040000000.0
5689,TWLO,Twilio,IT Services,20130000000.0
5690,TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,433160000.0
5691,TWND,Tailwind Acquisition,Blank Check / SPAC,414010000.0
5692,TWNI,Tailwind International Acquisition,Blank Check / SPAC,421760000.0
5693,TWNK,Hostess Brands,Food Products,3260000000.0
5694,TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1810000000.0
5695,TWOA,two,Blank Check / SPAC,267540000.00000003
5696,TWOU,"2U, Inc.",Software,755280000.0
5697,TWST,Twist Bioscience,Biotechnology,1930000000.0
5698,TWTR,Twitter,Interactive Media & Services,31910000000.0
5699,TX,Ternium,Metals & Mining,7800000000.0
5700,TXG,10X Genomics,Life Sciences Tools & Services,5400000000.0
5701,TXMD,TherapeuticsMD,Pharmaceuticals,26610000.0
5702,TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,156520000000.0
5703,TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",5350000000.0
5704,TXT,Textron,Aerospace & Defense,13630000000.0
5705,TYG,Tortoise Energy Infrastructure,Asset Management,375850000.0
5706,TYL,Tyler Technologies,Software,14860000000.0
5707,TYME,Tyme Technologies,Biotechnology,45530000.0
5708,TYRA,Tyra Biosciences,Biotechnology,323230000.0
5709,TZOO,Travelzoo,Interactive Media & Services,87280000.0
5710,TZPS,TZP Strategies Acquisition,Blank Check / SPAC,352190000.0
5711,U,Unity Software,Software,11570000000.0
5712,UA,Under Armour,"Textiles, Apparel & Luxury Goods",4900000000.0
5713,UAA,Under Armour,"Textiles, Apparel & Luxury Goods",4860000000.0
5714,UAL,United Airlines Holdings,Airlines,14140000000.0
5715,UAMY,United States Antimony,Metals & Mining,40370000.0
5716,UAN,CVR Partners LP,Chemicals,1440000000.0
5717,UAVS,AgEagle Aerial Systems,Machinery,61590000.0
5718,UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,668760000.0
5719,UBCP,United Bancorp,Banks,94930000.0
5720,UBER,Uber Technologies,Road & Rail,47890000000.0
5721,UBFO,United Security Bancshares,Banks,126910000.0
5722,UBOH,United Bancshares,Banks,99430000.0
5723,UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,658780000.0
5724,UBS,UBS Group AG,Capital Markets,57970000000.0
5725,UBSI,United Bankshares,Banks,4690000000.0
5726,UBX,Unity Biotechnology,Biotechnology,56010000.0
5727,UCBI,United Community Banks,Banks,3160000000.0
5728,UCL,uCloudlink Group,Telecom Services,25210000.0
5729,UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1440000000.0
5730,UDMY,Udemy,Education & Training Services,1700000000.0
5731,UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,26230000000.0
5732,UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,2240000000.0
5733,UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",973570000.0
5734,UEIC,Universal Electronics,Household Durables,348340000.0
5735,UEPS,Net 1 UEPS Technologies,IT Services,272220000.0
5736,UFAB,Unique Fabricating,Auto Components,14310000.0
5737,UFCS,United Fire Group,Insurance,751290000.0
5738,UFI,Unifi,"Textiles, Apparel & Luxury Goods",262750000.0
5739,UFPI,UFP Industries,Building Products,4910000000.0
5740,UFPT,UFP Technologies,Containers & Packaging,560230000.0
5741,UG,United-Guardian,Personal Products,77550000.0
5742,UGI,UGI Corporation,Gas Utilities,8210000000.000001
5743,UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2850000000.0
5744,UGRO,Urban-gro,Farm & Heavy Construction Machinery,67650000.0
5745,UHAL,Amerco,Road & Rail,10400000000.0
5746,UHS,Universal Health Services,Health Care Providers & Services,9270000000.0
5747,UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,673740000.0
5748,UI,Ubiquiti,Communications Equipment,14480000000.0
5749,UIHC,United Insurance Holdings,Insurance,67140000.0
5750,UIS,Unisys,IT Services,817740000.0
5751,UK,Ucommune International,Real Estate Services,13500000.0
5752,UL,Unilever,Personal Products,118640000000.0
5753,ULBI,Ultralife,Electrical Equipment,76760000.0
5754,ULCC,Frontier Group Holdings,Airlines,1970000000.0
5755,ULH,Universal Logistics Holdings,Road & Rail,659350000.0
5756,ULTA,Ulta Beauty,Specialty Retail,20680000000.0
5757,UMBF,UMB Financial,Banks,4340000000.0
5758,UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,21110000000.0
5759,UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1050000000.0
5760,UMPQ,Umpqua Holdings,Banks,3620000000.0
5761,UNAM,Unico American,Insurance,10450000.0
5762,UNB,Union Bankshares,Banks,130370000.0
5763,UNCY,Unicycive Therapeutics,Biotechnology,11120000.0
5764,UNF,UniFirst,Commercial Services & Supplies,3040000000.0
5765,UNFI,United Natural Foods,Food & Staples Retailing,2450000000.0
5766,UNH,UnitedHealth Group,Health Care Providers & Services,455390000000.0
5767,UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2540000000.0
5768,UNM,Unum Group,Insurance,6940000000.0
5769,UNP,Union Pacific,Road & Rail,144920000000.0
5770,UNTY,Unity Bancorp,Banks,295850000.0
5771,UNVR,Univar Solutions,Trading Companies & Distributors,4840000000.0
5772,UONE,Urban One,Media,388590000.0
5773,UONEK,Urban One,Media,365100000.0
5774,UP,Wheels Up Experience,Airports & Air Services,605690000.0
5775,UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,23710000.0
5776,UPH,UpHealth,Health Information Services,102240000.0
5777,UPLD,Upland Software,Software,432230000.0
5778,UPS,United Parcel Service,Air Freight & Logistics,155570000000.0
5779,UPST,Upstart Holdings,Consumer Finance,3230000000.0
5780,UPTD,TradeUP Acquisition,Blank Check / SPAC,58560000.0
5781,UPWK,Upwork,Professional Services,2360000000.0
5782,URBN,Urban Outfitters,Specialty Retail,2170000000.0
5783,URG,Ur-Energy,"Oil, Gas & Consumable Fuels",252960000.0
5784,URGN,UroGen Pharma,Biotechnology,135020000.0
5785,URI,United Rentals,Trading Companies & Distributors,20660000000.0
5786,UROY,Uranium Royalty,Uranium,264690000.0
5787,USAC,USA Compression Partners LP,Energy Equipment & Services,1710000000.0
5788,USAK,USA Truck,Road & Rail,156920000.0
5789,USAP,Universal Stainless & Alloy Products,Metals & Mining,66550000.0
5790,USAS,Americas Gold & Silver,Metals & Mining,132120000.0
5791,USAU,U.S. Gold,Metals & Mining,35020000.0
5792,USB,U.S. Bancorp,Banks,72210000000.0
5793,USCB,USCB Financial Holdings,Banks-Regional,267209999.99999997
5794,USCT,TKB Critical Technologies 1,Blank Check / SPAC,287500000.0
5795,USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",202610000.0
5796,USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",100660000.0
5797,USER,UserTesting,Software-Application,658610000.0
5798,USFD,US Foods Holding,Food & Staples Retailing,7700000000.0
5799,USIO,"Usio, Inc.",IT Services,58740000.0
5800,USLM,United States Lime & Minerals,Construction Materials,637370000.0
5801,USM,United States Cellular,Wireless Telecommunication Services,2460000000.0
5802,USNA,USANA Health Sciences,Personal Products,1370000000.0
5803,USPH,U.S. Physical Therapy,Health Care Providers & Services,1360000000.0
5804,USWS,U.S. Well Services,Oil & Gas Equipment & Services,47030000.0
5805,USX,U.S. Xpress Enterprises,Road & Rail,170790000.0
5806,UTAA,UTA Acquisition,Blank Check / SPAC,287500000.0
5807,UTHR,United Therapeutics,Biotechnology,8310000000.000001
5808,UTI,Universal Technical Institute,Diversified Consumer Services,289450000.0
5809,UTL,Unitil,Multi-Utilities,857980000.0
5810,UTMD,Utah Medical Products,Health Care Equipment & Supplies,306620000.0
5811,UTME,UTime,Consumer Electronics,10000000.0
5812,UTRS,Minerva Surgical,Health Information Services,57940000.0
5813,UTSI,UTStarcom Holdings,Communications Equipment,26260000.0
5814,UTZ,Utz Brands,Food Products,1150000000.0
5815,UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",6780000.0
5816,UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",923350000.0
5817,UVE,Universal Insurance Holdings,Insurance,377230000.0
5818,UVSP,Univest Financial,Banks,735680000.0
5819,UVV,Universal,Tobacco,1480000000.0
5820,UWMC,UWM Holdings,Mortgage Finance,6080000000.0
5821,UXIN,Uxin Limited,Internet & Direct Marketing Retail,166900000.0
5822,V,Visa Inc.,IT Services,421880000000.0
5823,VABK,Virginia National Bankshares,Banks,175230000.0
5824,VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",5890000000.0
5825,VACC,Vaccitech,Biotechnology,128699999.99999999
5826,VAL,Valaris,Oil & Gas Equipment & Services,4320000000.0
5827,VALE,Vale S.A.,Metals & Mining,74820000000.0
5828,VALN,Valneva SE,Biotechnology,1340000000.0
5829,VALU,Value Line,Capital Markets,669600000.0
5830,VAPO,Vapotherm,Health Care Equipment & Supplies,97220000.0
5831,VAQC,Vector Acquisition II,Blank Check / SPAC,560310000.0
5832,VATE,INNOVATE,Engineering & Construction,189020000.0
5833,VAXX,Vaxxinity,Biotechnology,550600000.0
5834,VBFC,Village Bank & Trust Financial,Banks,74990000.0
5835,VBIV,VBI Vaccines,Biotechnology,278920000.0
5836,VBLT,Vascular Biogenics,Biotechnology,93610000.0
5837,VBNK,VersaBank,Banks-Regional,226940000.0
5838,VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,95690000.0
5839,VBTX,Veritex Holdings,Banks,1750000000.0
5840,VC,Visteon,Auto Components,2930000000.0
5841,VCEL,Vericel,Biotechnology,1330000000.0
5842,VCKA,Vickers Vantage I,Blank Check / SPAC,234600000.0
5843,VCNX,Vaccinex,Biotechnology,50770000.0
5844,VCSA,Vacasa,Software-Application,2060000000.0
5845,VCTR,Victory Capital Holdings,Capital Markets,1780000000.0
5846,VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,269120000.0
5847,VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,409060000.0
5848,VCYT,Veracyte,Biotechnology,1300000000.0
5849,VEC,Vectrus,Aerospace & Defense,402200000.0
5850,VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1120000000.0
5851,VECT,VectivBio Holding AG,Biotechnology,196410000.0
5852,VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,22050000.0
5853,VEEV,Veeva Systems,Health Care Technology,26740000000.0
5854,VEL,Velocity Financial,Thrifts & Mortgage Finance,350400000.0
5855,VELO,Velocity Acquisition,Blank Check / SPAC,281460000.0
5856,VENA,Venus Acquisition,Blank Check / SPAC,61710000.0
5857,VEON,VEON Ltd.,Wireless Telecommunication Services,1130000000.0
5858,VERA,Vera Therapeutics,Biotechnology,413630000.0
5859,VERB,Verb Technology Company,Software,30150000.0
5860,VERI,Veritone,Software,324250000.0
5861,VERO,Venus Concept,Medical Devices,54800000.0
5862,VERU,Veru Inc.,Personal Products,1040000000.0
5863,VERV,Verve Therapeutics,Biotechnology,668120000.0
5864,VERX,Vertex,Software-Application,1770000000.0
5865,VERY,Vericity,Insurance,105460000.0
5866,VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3110000000.0
5867,VEV,Vicinity Motor,Auto Manufacturers,63510000.0
5868,VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",18510000000.0
5869,VFF,Village Farms International,Food Products,272770000.0
5870,VG,Vonage Holdings,Diversified Telecommunication Services,4760000000.0
5871,VGFC,The Very Good Food Company,Packaged Foods,30000000.0
5872,VGII,Virgin Group Acquisition II,Blank Check / SPAC,498090000.0
5873,VGR,Vector Group,Tobacco,1830000000.0
5874,VGZ,Vista Gold,Metals & Mining,86140000.0
5875,VHAQ,Viveon Health Acquisition,Blank Check / SPAC,102550000.0
5876,VHC,VirnetX Holding,Software,84770000.0
5877,VHI,Valhi,Chemicals,1170000000.0
5878,VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,247630000.0
5879,VIA,Via Renewables,Utilities-Regulated Electric,151910000.0
5880,VIAO,VIA optronics AG,Electronic Components,70680000.0
5881,VIAV,Viavi Solutions,Communications Equipment,3280000000.0
5882,VICI,VICI Properties,Equity Real Estate Investment Trusts ...,27670000000.0
5883,VICR,Vicor,Electrical Equipment,2640000000.0
5884,VIEW,"View, Inc.",Building Products & Equipment,141120000.0
5885,VIGL,Vigil Neuroscience,Biotechnology,65010000.00000001
5886,VII,7GC & Co. Holdings,Blank Check / SPAC,282610000.0
5887,VINC,Vincerx Pharma,Biotechnology,45270000.0
5888,VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,38970000.0
5889,VINO,Gaucho Group Holdings,Real Estate-Diversified,13210000.0
5890,VINP,Vinci Partners Investments,Asset Management,637370000.0
5891,VIOT,Viomi Technology Co.,Household Durables,101570000.0
5892,VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,5370000000.0
5893,VIR,Vir Biotechnology,Biotechnology,3000000000.0
5894,VIRC,Virco Manufacturing,Commercial Services & Supplies,48140000.0
5895,VIRI,Virios Therapeutics,Biotechnology,29410000.0
5896,VIRT,Virtu Financial,Capital Markets,4670000000.0
5897,VIRX,Viracta Therapeutics,Biotechnology,70100000.0
5898,VISL,Vislink Technologies,Communications Equipment,30700000.0
5899,VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",756390000.0
5900,VITL,Vital Farms,Farm Products,403240000.0
5901,VIV,Telefonica Brasil,Telecom Services,16370000000.000002
5902,VIVE,Viveve Medical,Health Care Equipment & Supplies,8279999.999999999
5903,VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1070000000.0000001
5904,VJET,Voxeljet AG,Machinery,28110000.0
5905,VKTX,Viking Therapeutics,Biotechnology,180280000.0
5906,VLAT,Valor Latitude Acquisition,Blank Check / SPAC,280020000.0
5907,VLCN,Volcon,Auto Manufacturers,30160000.0
5908,VLD,Velo3D,Computer Hardware,532820000.00000006
5909,VLDR,Velodyne Lidar,Scientific & Technical Instruments,378480000.0
